image,class
train_1\v_Archery_g17_c01.avi_frame1.jpg,Archery
train_1\v_Archery_g17_c01.avi_frame2.jpg,Archery
train_1\v_Archery_g17_c01.avi_frame3.jpg,Archery
train_1\v_Archery_g17_c01.avi_frame4.jpg,Archery
train_1\v_Archery_g17_c01.avi_frame5.jpg,Archery
train_1\v_Archery_g17_c02.avi_frame0.jpg,Archery
train_1\v_Archery_g17_c02.avi_frame1.jpg,Archery
train_1\v_Archery_g17_c02.avi_frame2.jpg,Archery
train_1\v_Archery_g17_c02.avi_frame3.jpg,Archery
train_1\v_Archery_g17_c03.avi_frame0.jpg,Archery
train_1\v_Archery_g17_c03.avi_frame1.jpg,Archery
train_1\v_Archery_g17_c03.avi_frame2.jpg,Archery
train_1\v_Archery_g17_c03.avi_frame3.jpg,Archery
train_1\v_Archery_g17_c04.avi_frame0.jpg,Archery
train_1\v_Archery_g17_c04.avi_frame1.jpg,Archery
train_1\v_Archery_g17_c04.avi_frame2.jpg,Archery
train_1\v_Archery_g18_c01.avi_frame0.jpg,Archery
train_1\v_Archery_g18_c01.avi_frame1.jpg,Archery
train_1\v_Archery_g18_c01.avi_frame2.jpg,Archery
train_1\v_Archery_g18_c01.avi_frame3.jpg,Archery
train_1\v_Archery_g18_c01.avi_frame4.jpg,Archery
train_1\v_Archery_g18_c01.avi_frame5.jpg,Archery
train_1\v_Archery_g18_c01.avi_frame6.jpg,Archery
train_1\v_Archery_g18_c02.avi_frame0.jpg,Archery
train_1\v_Archery_g18_c02.avi_frame1.jpg,Archery
train_1\v_Archery_g18_c02.avi_frame10.jpg,Archery
train_1\v_Archery_g18_c02.avi_frame11.jpg,Archery
train_1\v_Archery_g18_c02.avi_frame2.jpg,Archery
train_1\v_Archery_g18_c02.avi_frame3.jpg,Archery
train_1\v_Archery_g18_c02.avi_frame4.jpg,Archery
train_1\v_Archery_g18_c02.avi_frame5.jpg,Archery
train_1\v_Archery_g18_c02.avi_frame6.jpg,Archery
train_1\v_Archery_g18_c02.avi_frame7.jpg,Archery
train_1\v_Archery_g18_c02.avi_frame8.jpg,Archery
train_1\v_Archery_g18_c02.avi_frame9.jpg,Archery
train_1\v_Archery_g18_c03.avi_frame0.jpg,Archery
train_1\v_Archery_g18_c03.avi_frame1.jpg,Archery
train_1\v_Archery_g18_c03.avi_frame2.jpg,Archery
train_1\v_Archery_g18_c03.avi_frame3.jpg,Archery
train_1\v_Archery_g18_c03.avi_frame4.jpg,Archery
train_1\v_Archery_g18_c03.avi_frame5.jpg,Archery
train_1\v_Archery_g18_c03.avi_frame6.jpg,Archery
train_1\v_Archery_g18_c03.avi_frame7.jpg,Archery
train_1\v_Archery_g18_c04.avi_frame0.jpg,Archery
train_1\v_Archery_g18_c04.avi_frame1.jpg,Archery
train_1\v_Archery_g18_c04.avi_frame2.jpg,Archery
train_1\v_Archery_g18_c04.avi_frame3.jpg,Archery
train_1\v_Archery_g18_c04.avi_frame4.jpg,Archery
train_1\v_Archery_g18_c04.avi_frame5.jpg,Archery
train_1\v_Archery_g18_c04.avi_frame6.jpg,Archery
train_1\v_Archery_g18_c05.avi_frame0.jpg,Archery
train_1\v_Archery_g18_c05.avi_frame1.jpg,Archery
train_1\v_Archery_g18_c05.avi_frame2.jpg,Archery
train_1\v_Archery_g18_c05.avi_frame3.jpg,Archery
train_1\v_Archery_g18_c05.avi_frame4.jpg,Archery
train_1\v_Archery_g18_c05.avi_frame5.jpg,Archery
train_1\v_Archery_g18_c05.avi_frame6.jpg,Archery
train_1\v_Archery_g18_c06.avi_frame0.jpg,Archery
train_1\v_Archery_g18_c06.avi_frame1.jpg,Archery
train_1\v_Archery_g18_c06.avi_frame2.jpg,Archery
train_1\v_Archery_g18_c06.avi_frame3.jpg,Archery
train_1\v_Archery_g18_c06.avi_frame4.jpg,Archery
train_1\v_Archery_g18_c06.avi_frame5.jpg,Archery
train_1\v_Archery_g18_c06.avi_frame6.jpg,Archery
train_1\v_Archery_g18_c07.avi_frame0.jpg,Archery
train_1\v_Archery_g18_c07.avi_frame1.jpg,Archery
train_1\v_Archery_g18_c07.avi_frame2.jpg,Archery
train_1\v_Archery_g18_c07.avi_frame3.jpg,Archery
train_1\v_Archery_g18_c07.avi_frame4.jpg,Archery
train_1\v_Archery_g18_c07.avi_frame5.jpg,Archery
train_1\v_Archery_g19_c01.avi_frame0.jpg,Archery
train_1\v_Archery_g19_c01.avi_frame1.jpg,Archery
train_1\v_Archery_g19_c01.avi_frame2.jpg,Archery
train_1\v_Archery_g19_c01.avi_frame3.jpg,Archery
train_1\v_Archery_g19_c01.avi_frame4.jpg,Archery
train_1\v_Archery_g19_c01.avi_frame5.jpg,Archery
train_1\v_Archery_g19_c02.avi_frame0.jpg,Archery
train_1\v_Archery_g19_c02.avi_frame1.jpg,Archery
train_1\v_Archery_g19_c02.avi_frame2.jpg,Archery
train_1\v_Archery_g19_c02.avi_frame3.jpg,Archery
train_1\v_Archery_g19_c03.avi_frame0.jpg,Archery
train_1\v_Archery_g19_c03.avi_frame1.jpg,Archery
train_1\v_Archery_g19_c03.avi_frame2.jpg,Archery
train_1\v_Archery_g19_c03.avi_frame3.jpg,Archery
train_1\v_Archery_g19_c03.avi_frame4.jpg,Archery
train_1\v_Archery_g19_c03.avi_frame5.jpg,Archery
train_1\v_Archery_g19_c03.avi_frame6.jpg,Archery
train_1\v_Archery_g19_c04.avi_frame0.jpg,Archery
train_1\v_Archery_g19_c04.avi_frame1.jpg,Archery
train_1\v_Archery_g19_c04.avi_frame2.jpg,Archery
train_1\v_Archery_g19_c04.avi_frame3.jpg,Archery
train_1\v_Archery_g20_c01.avi_frame0.jpg,Archery
train_1\v_Archery_g20_c01.avi_frame1.jpg,Archery
train_1\v_Archery_g20_c01.avi_frame2.jpg,Archery
train_1\v_Archery_g20_c01.avi_frame3.jpg,Archery
train_1\v_Archery_g20_c02.avi_frame0.jpg,Archery
train_1\v_Archery_g20_c02.avi_frame1.jpg,Archery
train_1\v_Archery_g20_c02.avi_frame2.jpg,Archery
train_1\v_Archery_g20_c02.avi_frame3.jpg,Archery
train_1\v_Archery_g20_c03.avi_frame0.jpg,Archery
train_1\v_Archery_g20_c03.avi_frame1.jpg,Archery
train_1\v_Archery_g20_c03.avi_frame2.jpg,Archery
train_1\v_Archery_g20_c03.avi_frame3.jpg,Archery
train_1\v_Archery_g20_c04.avi_frame0.jpg,Archery
train_1\v_Archery_g20_c04.avi_frame1.jpg,Archery
train_1\v_Archery_g20_c04.avi_frame2.jpg,Archery
train_1\v_Archery_g20_c04.avi_frame3.jpg,Archery
train_1\v_Archery_g20_c05.avi_frame0.jpg,Archery
train_1\v_Archery_g20_c05.avi_frame1.jpg,Archery
train_1\v_Archery_g20_c05.avi_frame2.jpg,Archery
train_1\v_Archery_g20_c05.avi_frame3.jpg,Archery
train_1\v_Archery_g20_c05.avi_frame4.jpg,Archery
train_1\v_Archery_g20_c06.avi_frame0.jpg,Archery
train_1\v_Archery_g20_c06.avi_frame1.jpg,Archery
train_1\v_Archery_g20_c06.avi_frame2.jpg,Archery
train_1\v_Archery_g20_c06.avi_frame3.jpg,Archery
train_1\v_Archery_g20_c06.avi_frame4.jpg,Archery
train_1\v_Archery_g20_c07.avi_frame0.jpg,Archery
train_1\v_Archery_g20_c07.avi_frame1.jpg,Archery
train_1\v_Archery_g20_c07.avi_frame2.jpg,Archery
train_1\v_Archery_g20_c07.avi_frame3.jpg,Archery
train_1\v_Archery_g21_c01.avi_frame0.jpg,Archery
train_1\v_Archery_g21_c01.avi_frame1.jpg,Archery
train_1\v_Archery_g21_c01.avi_frame2.jpg,Archery
train_1\v_Archery_g21_c01.avi_frame3.jpg,Archery
train_1\v_Archery_g21_c01.avi_frame4.jpg,Archery
train_1\v_Archery_g21_c02.avi_frame0.jpg,Archery
train_1\v_Archery_g21_c02.avi_frame1.jpg,Archery
train_1\v_Archery_g21_c02.avi_frame2.jpg,Archery
train_1\v_Archery_g21_c02.avi_frame3.jpg,Archery
train_1\v_Archery_g21_c02.avi_frame4.jpg,Archery
train_1\v_Archery_g21_c02.avi_frame5.jpg,Archery
train_1\v_Archery_g21_c02.avi_frame6.jpg,Archery
train_1\v_Archery_g21_c03.avi_frame0.jpg,Archery
train_1\v_Archery_g21_c03.avi_frame1.jpg,Archery
train_1\v_Archery_g21_c03.avi_frame2.jpg,Archery
train_1\v_Archery_g21_c03.avi_frame3.jpg,Archery
train_1\v_Archery_g21_c03.avi_frame4.jpg,Archery
train_1\v_Archery_g21_c03.avi_frame5.jpg,Archery
train_1\v_Archery_g21_c03.avi_frame6.jpg,Archery
train_1\v_Archery_g21_c03.avi_frame7.jpg,Archery
train_1\v_Archery_g21_c03.avi_frame8.jpg,Archery
train_1\v_Archery_g21_c04.avi_frame0.jpg,Archery
train_1\v_Archery_g21_c04.avi_frame1.jpg,Archery
train_1\v_Archery_g21_c04.avi_frame2.jpg,Archery
train_1\v_Archery_g21_c04.avi_frame3.jpg,Archery
train_1\v_Archery_g21_c04.avi_frame4.jpg,Archery
train_1\v_Archery_g21_c04.avi_frame5.jpg,Archery
train_1\v_Archery_g21_c04.avi_frame6.jpg,Archery
train_1\v_Archery_g21_c04.avi_frame7.jpg,Archery
train_1\v_Archery_g21_c04.avi_frame8.jpg,Archery
train_1\v_Archery_g22_c01.avi_frame0.jpg,Archery
train_1\v_Archery_g22_c01.avi_frame1.jpg,Archery
train_1\v_Archery_g22_c01.avi_frame2.jpg,Archery
train_1\v_Archery_g22_c02.avi_frame0.jpg,Archery
train_1\v_Archery_g22_c02.avi_frame1.jpg,Archery
train_1\v_Archery_g22_c02.avi_frame2.jpg,Archery
train_1\v_Archery_g22_c03.avi_frame0.jpg,Archery
train_1\v_Archery_g22_c03.avi_frame1.jpg,Archery
train_1\v_Archery_g22_c03.avi_frame2.jpg,Archery
train_1\v_Archery_g22_c03.avi_frame3.jpg,Archery
train_1\v_Archery_g22_c04.avi_frame0.jpg,Archery
train_1\v_Archery_g22_c04.avi_frame1.jpg,Archery
train_1\v_Archery_g22_c04.avi_frame2.jpg,Archery
train_1\v_Archery_g22_c05.avi_frame0.jpg,Archery
train_1\v_Archery_g22_c05.avi_frame1.jpg,Archery
train_1\v_Archery_g22_c05.avi_frame2.jpg,Archery
train_1\v_Archery_g23_c01.avi_frame0.jpg,Archery
train_1\v_Archery_g23_c01.avi_frame1.jpg,Archery
train_1\v_Archery_g23_c01.avi_frame2.jpg,Archery
train_1\v_Archery_g23_c01.avi_frame3.jpg,Archery
train_1\v_Archery_g23_c01.avi_frame4.jpg,Archery
train_1\v_Archery_g23_c02.avi_frame0.jpg,Archery
train_1\v_Archery_g23_c02.avi_frame1.jpg,Archery
train_1\v_Archery_g23_c02.avi_frame2.jpg,Archery
train_1\v_Archery_g23_c02.avi_frame3.jpg,Archery
train_1\v_Archery_g23_c02.avi_frame4.jpg,Archery
train_1\v_Archery_g23_c03.avi_frame0.jpg,Archery
train_1\v_Archery_g23_c03.avi_frame1.jpg,Archery
train_1\v_Archery_g23_c03.avi_frame2.jpg,Archery
train_1\v_Archery_g23_c03.avi_frame3.jpg,Archery
train_1\v_Archery_g23_c03.avi_frame4.jpg,Archery
train_1\v_Archery_g23_c04.avi_frame0.jpg,Archery
train_1\v_Archery_g23_c04.avi_frame1.jpg,Archery
train_1\v_Archery_g23_c04.avi_frame2.jpg,Archery
train_1\v_Archery_g23_c04.avi_frame3.jpg,Archery
train_1\v_Archery_g23_c04.avi_frame4.jpg,Archery
train_1\v_Archery_g23_c05.avi_frame0.jpg,Archery
train_1\v_Archery_g23_c05.avi_frame1.jpg,Archery
train_1\v_Archery_g23_c05.avi_frame2.jpg,Archery
train_1\v_Archery_g23_c05.avi_frame3.jpg,Archery
train_1\v_Archery_g23_c06.avi_frame0.jpg,Archery
train_1\v_Archery_g23_c06.avi_frame1.jpg,Archery
train_1\v_Archery_g23_c06.avi_frame2.jpg,Archery
train_1\v_Archery_g23_c06.avi_frame3.jpg,Archery
train_1\v_Archery_g23_c07.avi_frame0.jpg,Archery
train_1\v_Archery_g23_c07.avi_frame1.jpg,Archery
train_1\v_Archery_g23_c07.avi_frame2.jpg,Archery
train_1\v_Archery_g23_c07.avi_frame3.jpg,Archery
train_1\v_Archery_g24_c01.avi_frame0.jpg,Archery
train_1\v_Archery_g24_c01.avi_frame1.jpg,Archery
train_1\v_Archery_g24_c01.avi_frame2.jpg,Archery
train_1\v_Archery_g24_c01.avi_frame3.jpg,Archery
train_1\v_Archery_g24_c02.avi_frame0.jpg,Archery
train_1\v_Archery_g24_c02.avi_frame1.jpg,Archery
train_1\v_Archery_g24_c02.avi_frame2.jpg,Archery
train_1\v_Archery_g24_c02.avi_frame3.jpg,Archery
train_1\v_Archery_g24_c02.avi_frame4.jpg,Archery
train_1\v_Archery_g24_c02.avi_frame5.jpg,Archery
train_1\v_Archery_g24_c02.avi_frame6.jpg,Archery
train_1\v_Archery_g24_c02.avi_frame7.jpg,Archery
train_1\v_Archery_g24_c02.avi_frame8.jpg,Archery
train_1\v_Archery_g24_c02.avi_frame9.jpg,Archery
train_1\v_Archery_g24_c03.avi_frame0.jpg,Archery
train_1\v_Archery_g24_c03.avi_frame1.jpg,Archery
train_1\v_Archery_g24_c03.avi_frame2.jpg,Archery
train_1\v_Archery_g24_c03.avi_frame3.jpg,Archery
train_1\v_Archery_g24_c03.avi_frame4.jpg,Archery
train_1\v_Archery_g24_c04.avi_frame0.jpg,Archery
train_1\v_Archery_g24_c04.avi_frame1.jpg,Archery
train_1\v_Archery_g24_c04.avi_frame2.jpg,Archery
train_1\v_Archery_g24_c04.avi_frame3.jpg,Archery
train_1\v_Archery_g24_c04.avi_frame4.jpg,Archery
train_1\v_Archery_g24_c05.avi_frame0.jpg,Archery
train_1\v_Archery_g24_c05.avi_frame1.jpg,Archery
train_1\v_Archery_g24_c05.avi_frame2.jpg,Archery
train_1\v_Archery_g24_c05.avi_frame3.jpg,Archery
train_1\v_Archery_g24_c05.avi_frame4.jpg,Archery
train_1\v_Archery_g24_c05.avi_frame5.jpg,Archery
train_1\v_Archery_g24_c06.avi_frame0.jpg,Archery
train_1\v_Archery_g24_c06.avi_frame1.jpg,Archery
train_1\v_Archery_g24_c06.avi_frame2.jpg,Archery
train_1\v_Archery_g24_c06.avi_frame3.jpg,Archery
train_1\v_Archery_g24_c06.avi_frame4.jpg,Archery
train_1\v_Archery_g25_c01.avi_frame0.jpg,Archery
train_1\v_Archery_g25_c01.avi_frame1.jpg,Archery
train_1\v_Archery_g25_c01.avi_frame2.jpg,Archery
train_1\v_Archery_g25_c01.avi_frame3.jpg,Archery
train_1\v_Archery_g25_c01.avi_frame4.jpg,Archery
train_1\v_Archery_g25_c01.avi_frame5.jpg,Archery
train_1\v_Archery_g25_c01.avi_frame6.jpg,Archery
train_1\v_Archery_g25_c01.avi_frame7.jpg,Archery
train_1\v_Archery_g25_c01.avi_frame8.jpg,Archery
train_1\v_Archery_g25_c02.avi_frame0.jpg,Archery
train_1\v_Archery_g25_c02.avi_frame1.jpg,Archery
train_1\v_Archery_g25_c02.avi_frame2.jpg,Archery
train_1\v_Archery_g25_c02.avi_frame3.jpg,Archery
train_1\v_Archery_g25_c02.avi_frame4.jpg,Archery
train_1\v_Archery_g25_c02.avi_frame5.jpg,Archery
train_1\v_Archery_g25_c02.avi_frame6.jpg,Archery
train_1\v_Archery_g25_c02.avi_frame7.jpg,Archery
train_1\v_Archery_g25_c03.avi_frame0.jpg,Archery
train_1\v_Archery_g25_c03.avi_frame1.jpg,Archery
train_1\v_Archery_g25_c03.avi_frame2.jpg,Archery
train_1\v_Archery_g25_c03.avi_frame3.jpg,Archery
train_1\v_Archery_g25_c03.avi_frame4.jpg,Archery
train_1\v_Archery_g25_c03.avi_frame5.jpg,Archery
train_1\v_Archery_g25_c03.avi_frame6.jpg,Archery
train_1\v_Archery_g25_c03.avi_frame7.jpg,Archery
train_1\v_Archery_g25_c03.avi_frame8.jpg,Archery
train_1\v_Archery_g25_c04.avi_frame0.jpg,Archery
train_1\v_Archery_g25_c04.avi_frame1.jpg,Archery
train_1\v_Archery_g25_c04.avi_frame10.jpg,Archery
train_1\v_Archery_g25_c04.avi_frame2.jpg,Archery
train_1\v_Archery_g25_c04.avi_frame3.jpg,Archery
train_1\v_Archery_g25_c04.avi_frame4.jpg,Archery
train_1\v_Archery_g25_c04.avi_frame5.jpg,Archery
train_1\v_Archery_g25_c04.avi_frame6.jpg,Archery
train_1\v_Archery_g25_c04.avi_frame7.jpg,Archery
train_1\v_Archery_g25_c04.avi_frame8.jpg,Archery
train_1\v_Archery_g25_c04.avi_frame9.jpg,Archery
train_1\v_Archery_g25_c05.avi_frame0.jpg,Archery
train_1\v_Archery_g25_c05.avi_frame1.jpg,Archery
train_1\v_Archery_g25_c05.avi_frame2.jpg,Archery
train_1\v_Archery_g25_c05.avi_frame3.jpg,Archery
train_1\v_Archery_g25_c05.avi_frame4.jpg,Archery
train_1\v_Archery_g25_c05.avi_frame5.jpg,Archery
train_1\v_Archery_g25_c05.avi_frame6.jpg,Archery
train_1\v_Archery_g25_c05.avi_frame7.jpg,Archery
train_1\v_Archery_g25_c05.avi_frame8.jpg,Archery
train_1\v_Archery_g25_c06.avi_frame0.jpg,Archery
train_1\v_Archery_g25_c06.avi_frame1.jpg,Archery
train_1\v_Archery_g25_c06.avi_frame2.jpg,Archery
train_1\v_Archery_g25_c06.avi_frame3.jpg,Archery
train_1\v_Archery_g25_c06.avi_frame4.jpg,Archery
train_1\v_Archery_g25_c06.avi_frame5.jpg,Archery
train_1\v_Archery_g25_c06.avi_frame6.jpg,Archery
train_1\v_Archery_g25_c06.avi_frame7.jpg,Archery
train_1\v_Archery_g25_c06.avi_frame8.jpg,Archery
train_1\v_Archery_g25_c06.avi_frame9.jpg,Archery
train_1\v_Archery_g25_c07.avi_frame0.jpg,Archery
train_1\v_Archery_g25_c07.avi_frame1.jpg,Archery
train_1\v_Archery_g25_c07.avi_frame2.jpg,Archery
train_1\v_Archery_g25_c07.avi_frame3.jpg,Archery
train_1\v_Archery_g25_c07.avi_frame4.jpg,Archery
train_1\v_Archery_g25_c07.avi_frame5.jpg,Archery
train_1\v_Bowling_g08_c01.avi_frame0.jpg,Bowling
train_1\v_Bowling_g08_c01.avi_frame1.jpg,Bowling
train_1\v_Bowling_g08_c01.avi_frame2.jpg,Bowling
train_1\v_Bowling_g08_c01.avi_frame3.jpg,Bowling
train_1\v_Bowling_g08_c01.avi_frame4.jpg,Bowling
train_1\v_Bowling_g08_c02.avi_frame0.jpg,Bowling
train_1\v_Bowling_g08_c02.avi_frame1.jpg,Bowling
train_1\v_Bowling_g08_c02.avi_frame2.jpg,Bowling
train_1\v_Bowling_g08_c02.avi_frame3.jpg,Bowling
train_1\v_Bowling_g08_c02.avi_frame4.jpg,Bowling
train_1\v_Bowling_g08_c03.avi_frame0.jpg,Bowling
train_1\v_Bowling_g08_c03.avi_frame1.jpg,Bowling
train_1\v_Bowling_g08_c03.avi_frame2.jpg,Bowling
train_1\v_Bowling_g08_c03.avi_frame3.jpg,Bowling
train_1\v_Bowling_g08_c04.avi_frame0.jpg,Bowling
train_1\v_Bowling_g08_c04.avi_frame1.jpg,Bowling
train_1\v_Bowling_g08_c04.avi_frame2.jpg,Bowling
train_1\v_Bowling_g08_c04.avi_frame3.jpg,Bowling
train_1\v_Bowling_g08_c04.avi_frame4.jpg,Bowling
train_1\v_Bowling_g08_c04.avi_frame5.jpg,Bowling
train_1\v_Bowling_g08_c05.avi_frame0.jpg,Bowling
train_1\v_Bowling_g08_c05.avi_frame1.jpg,Bowling
train_1\v_Bowling_g08_c05.avi_frame2.jpg,Bowling
train_1\v_Bowling_g08_c05.avi_frame3.jpg,Bowling
train_1\v_Bowling_g08_c05.avi_frame4.jpg,Bowling
train_1\v_Bowling_g08_c05.avi_frame5.jpg,Bowling
train_1\v_Bowling_g08_c06.avi_frame0.jpg,Bowling
train_1\v_Bowling_g08_c06.avi_frame1.jpg,Bowling
train_1\v_Bowling_g08_c06.avi_frame2.jpg,Bowling
train_1\v_Bowling_g08_c06.avi_frame3.jpg,Bowling
train_1\v_Bowling_g08_c06.avi_frame4.jpg,Bowling
train_1\v_Bowling_g08_c06.avi_frame5.jpg,Bowling
train_1\v_Bowling_g08_c06.avi_frame6.jpg,Bowling
train_1\v_Bowling_g08_c07.avi_frame0.jpg,Bowling
train_1\v_Bowling_g08_c07.avi_frame1.jpg,Bowling
train_1\v_Bowling_g08_c07.avi_frame2.jpg,Bowling
train_1\v_Bowling_g08_c07.avi_frame3.jpg,Bowling
train_1\v_Bowling_g08_c07.avi_frame4.jpg,Bowling
train_1\v_Bowling_g08_c07.avi_frame5.jpg,Bowling
train_1\v_Bowling_g08_c07.avi_frame6.jpg,Bowling
train_1\v_Bowling_g09_c01.avi_frame0.jpg,Bowling
train_1\v_Bowling_g09_c01.avi_frame1.jpg,Bowling
train_1\v_Bowling_g09_c01.avi_frame2.jpg,Bowling
train_1\v_Bowling_g09_c01.avi_frame3.jpg,Bowling
train_1\v_Bowling_g09_c01.avi_frame4.jpg,Bowling
train_1\v_Bowling_g09_c02.avi_frame0.jpg,Bowling
train_1\v_Bowling_g09_c02.avi_frame1.jpg,Bowling
train_1\v_Bowling_g09_c02.avi_frame2.jpg,Bowling
train_1\v_Bowling_g09_c02.avi_frame3.jpg,Bowling
train_1\v_Bowling_g09_c02.avi_frame4.jpg,Bowling
train_1\v_Bowling_g09_c02.avi_frame5.jpg,Bowling
train_1\v_Bowling_g09_c03.avi_frame0.jpg,Bowling
train_1\v_Bowling_g09_c03.avi_frame1.jpg,Bowling
train_1\v_Bowling_g09_c03.avi_frame2.jpg,Bowling
train_1\v_Bowling_g09_c03.avi_frame3.jpg,Bowling
train_1\v_Bowling_g09_c03.avi_frame4.jpg,Bowling
train_1\v_Bowling_g09_c04.avi_frame0.jpg,Bowling
train_1\v_Bowling_g09_c04.avi_frame1.jpg,Bowling
train_1\v_Bowling_g09_c04.avi_frame2.jpg,Bowling
train_1\v_Bowling_g09_c04.avi_frame3.jpg,Bowling
train_1\v_Bowling_g09_c04.avi_frame4.jpg,Bowling
train_1\v_Bowling_g09_c04.avi_frame5.jpg,Bowling
train_1\v_Bowling_g09_c05.avi_frame0.jpg,Bowling
train_1\v_Bowling_g09_c05.avi_frame1.jpg,Bowling
train_1\v_Bowling_g09_c05.avi_frame2.jpg,Bowling
train_1\v_Bowling_g09_c05.avi_frame3.jpg,Bowling
train_1\v_Bowling_g09_c05.avi_frame4.jpg,Bowling
train_1\v_Bowling_g09_c05.avi_frame5.jpg,Bowling
train_1\v_Bowling_g09_c06.avi_frame0.jpg,Bowling
train_1\v_Bowling_g09_c06.avi_frame1.jpg,Bowling
train_1\v_Bowling_g09_c06.avi_frame2.jpg,Bowling
train_1\v_Bowling_g09_c06.avi_frame3.jpg,Bowling
train_1\v_Bowling_g09_c06.avi_frame4.jpg,Bowling
train_1\v_Bowling_g09_c06.avi_frame5.jpg,Bowling
train_1\v_Bowling_g09_c07.avi_frame0.jpg,Bowling
train_1\v_Bowling_g09_c07.avi_frame1.jpg,Bowling
train_1\v_Bowling_g09_c07.avi_frame2.jpg,Bowling
train_1\v_Bowling_g09_c07.avi_frame3.jpg,Bowling
train_1\v_Bowling_g09_c07.avi_frame4.jpg,Bowling
train_1\v_Bowling_g10_c01.avi_frame0.jpg,Bowling
train_1\v_Bowling_g10_c01.avi_frame1.jpg,Bowling
train_1\v_Bowling_g10_c01.avi_frame2.jpg,Bowling
train_1\v_Bowling_g10_c01.avi_frame3.jpg,Bowling
train_1\v_Bowling_g10_c01.avi_frame4.jpg,Bowling
train_1\v_Bowling_g10_c02.avi_frame0.jpg,Bowling
train_1\v_Bowling_g10_c02.avi_frame1.jpg,Bowling
train_1\v_Bowling_g10_c02.avi_frame2.jpg,Bowling
train_1\v_Bowling_g10_c02.avi_frame3.jpg,Bowling
train_1\v_Bowling_g10_c02.avi_frame4.jpg,Bowling
train_1\v_Bowling_g10_c02.avi_frame5.jpg,Bowling
train_1\v_Bowling_g10_c03.avi_frame0.jpg,Bowling
train_1\v_Bowling_g10_c03.avi_frame1.jpg,Bowling
train_1\v_Bowling_g10_c03.avi_frame2.jpg,Bowling
train_1\v_Bowling_g10_c03.avi_frame3.jpg,Bowling
train_1\v_Bowling_g10_c03.avi_frame4.jpg,Bowling
train_1\v_Bowling_g10_c03.avi_frame5.jpg,Bowling
train_1\v_Bowling_g10_c04.avi_frame0.jpg,Bowling
train_1\v_Bowling_g10_c04.avi_frame1.jpg,Bowling
train_1\v_Bowling_g10_c04.avi_frame2.jpg,Bowling
train_1\v_Bowling_g10_c04.avi_frame3.jpg,Bowling
train_1\v_Bowling_g10_c04.avi_frame4.jpg,Bowling
train_1\v_Bowling_g10_c04.avi_frame5.jpg,Bowling
train_1\v_Bowling_g10_c05.avi_frame0.jpg,Bowling
train_1\v_Bowling_g10_c05.avi_frame1.jpg,Bowling
train_1\v_Bowling_g10_c05.avi_frame2.jpg,Bowling
train_1\v_Bowling_g10_c05.avi_frame3.jpg,Bowling
train_1\v_Bowling_g10_c05.avi_frame4.jpg,Bowling
train_1\v_Bowling_g10_c05.avi_frame5.jpg,Bowling
train_1\v_Bowling_g10_c06.avi_frame0.jpg,Bowling
train_1\v_Bowling_g10_c06.avi_frame1.jpg,Bowling
train_1\v_Bowling_g10_c06.avi_frame2.jpg,Bowling
train_1\v_Bowling_g10_c06.avi_frame3.jpg,Bowling
train_1\v_Bowling_g10_c06.avi_frame4.jpg,Bowling
train_1\v_Bowling_g10_c07.avi_frame0.jpg,Bowling
train_1\v_Bowling_g10_c07.avi_frame1.jpg,Bowling
train_1\v_Bowling_g10_c07.avi_frame2.jpg,Bowling
train_1\v_Bowling_g10_c07.avi_frame3.jpg,Bowling
train_1\v_Bowling_g10_c07.avi_frame4.jpg,Bowling
train_1\v_Bowling_g11_c01.avi_frame0.jpg,Bowling
train_1\v_Bowling_g11_c01.avi_frame1.jpg,Bowling
train_1\v_Bowling_g11_c01.avi_frame2.jpg,Bowling
train_1\v_Bowling_g11_c01.avi_frame3.jpg,Bowling
train_1\v_Bowling_g11_c01.avi_frame4.jpg,Bowling
train_1\v_Bowling_g11_c01.avi_frame5.jpg,Bowling
train_1\v_Bowling_g11_c02.avi_frame0.jpg,Bowling
train_1\v_Bowling_g11_c02.avi_frame1.jpg,Bowling
train_1\v_Bowling_g11_c02.avi_frame2.jpg,Bowling
train_1\v_Bowling_g11_c02.avi_frame3.jpg,Bowling
train_1\v_Bowling_g11_c02.avi_frame4.jpg,Bowling
train_1\v_Bowling_g11_c02.avi_frame5.jpg,Bowling
train_1\v_Bowling_g11_c03.avi_frame0.jpg,Bowling
train_1\v_Bowling_g11_c03.avi_frame1.jpg,Bowling
train_1\v_Bowling_g11_c03.avi_frame2.jpg,Bowling
train_1\v_Bowling_g11_c04.avi_frame0.jpg,Bowling
train_1\v_Bowling_g11_c04.avi_frame1.jpg,Bowling
train_1\v_Bowling_g11_c04.avi_frame2.jpg,Bowling
train_1\v_Bowling_g11_c04.avi_frame3.jpg,Bowling
train_1\v_Bowling_g11_c04.avi_frame4.jpg,Bowling
train_1\v_Bowling_g11_c04.avi_frame5.jpg,Bowling
train_1\v_Bowling_g11_c05.avi_frame0.jpg,Bowling
train_1\v_Bowling_g11_c05.avi_frame1.jpg,Bowling
train_1\v_Bowling_g11_c05.avi_frame2.jpg,Bowling
train_1\v_Bowling_g11_c05.avi_frame3.jpg,Bowling
train_1\v_Bowling_g11_c05.avi_frame4.jpg,Bowling
train_1\v_Bowling_g11_c05.avi_frame5.jpg,Bowling
train_1\v_Bowling_g11_c05.avi_frame6.jpg,Bowling
